Filename 	 swathNumber 	 targetMz 	 scansPerSwath 	 AvgMzRange 	 SwathProportionOfTotalTIC 	 swDensityAverage 	 swDensityIQR 	 swAvgProportionSinglyCharged 
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	5	512	2277	25	0.039692836	4556	4025	0.075161715
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	6	537	2277	25	0.039536162	4868	3744	0.075804333
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	7	562	2277	25	0.045511081	5180	3745	0.076545108
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	8	587	2277	25	0.04741373	5505	3321	0.077276896
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	9	612	2277	25	0.04334059	5585	3416	0.077290467
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	10	637	2277	25	0.044868276	5685	3360	0.077554794
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	11	662	2277	25	0.042610047	5838	3514	0.076904242
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	12	687	2277	25	0.042093269	6032	3295	0.075785383
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	13	712	2277	25	0.042928729	6076	3084	0.07569591
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	14	737	2277	25	0.042715669	6111	3143	0.074934705
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	15	762	2277	25	0.039239851	6086	3595	0.073731827
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	16	787	2277	25	0.041498304	6075	3780	0.073077401
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	17	812	2277	25	0.034543273	5946	3989	0.072489822
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	18	837	2277	25	0.035170493	5855	4546	0.070586513
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	19	862	2277	25	0.031717307	5904	4030	0.070045064
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	20	887	2277	25	0.032178139	5768	4288	0.069274502
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	21	912	2277	25	0.027757442	5656	4420	0.068468482
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	22	937	2277	25	0.02747467	5503	4740	0.066916516
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	23	962	2277	25	0.0250671	5380	5014	0.06578836
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	24	987	2277	25	0.020558714	5203	5055	0.065223346
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	25	1012	2277	25	0.018594795	4979	5085	0.063840737
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	26	1037	2277	25	0.017547321	4932	4988	0.063655048
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	27	1062	2277	25	0.014486772	4636	4707	0.062537636
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	28	1087	2277	25	0.014684379	4431	4910	0.060202483
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	29	1112	2277	25	0.013865686	4350	4784	0.060284103
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	30	1137	2277	25	0.012029635	4196	4772	0.059463243
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	31	1162	2277	25	0.013481692	4245	4936	0.059423571
olgas_K121026_008_SW_Wayne_R2_d05.wiff.scan	32	1187	2277	25	0.010279171	3847	4662	0.056632203
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	1	412.5	2277	25	0.026334942	3225	5025	0.072379278
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	2	437	2277	25	0.030436737	3829	5036	0.074248107
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	3	462	2277	25	0.03393971	4228	4916	0.073319317
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	4	487	2277	25	0.036088838	4686	4376	0.0756121
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	5	512	2277	25	0.037046838	4916	3940	0.076149976
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	6	537	2277	25	0.037585989	5295	3183	0.077036653
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	7	562	2277	25	0.044252845	5656	2985	0.077880031
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	8	587	2277	25	0.045243857	5997	2611	0.078510691
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	9	612	2277	25	0.04190019	6165	2480	0.078265768
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	10	637	2277	25	0.043873801	6289	2428	0.077820693
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	11	662	2277	25	0.041977713	6430	2628	0.076898232
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	12	687	2277	25	0.041673437	6606	2392	0.076118526
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	13	712	2277	25	0.041901428	6614	2429	0.075453513
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	14	737	2277	25	0.042929894	6670	2750	0.074808675
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	15	762	2277	25	0.039299319	6677	3217	0.073520007
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	16	787	2277	25	0.040973044	6625	3266	0.072868542
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	17	812	2277	25	0.03510319	6558	3555	0.072546035
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	18	837	2277	25	0.035343303	6472	3997	0.071252122
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	19	862	2277	25	0.03405258	6482	3571	0.070248434
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	20	887	2277	25	0.034219481	6391	3732	0.069262279
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	21	912	2277	25	0.029471514	6343	4126	0.069050418
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	22	937	2277	25	0.028659391	6200	4547	0.067957394
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	23	962	2277	25	0.027027237	6044	4910	0.067051609
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	24	987	2277	25	0.023162764	5949	4877	0.067044901
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	25	1012	2277	25	0.01995912	5729	5195	0.065534138
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	26	1037	2277	25	0.019298834	5676	5081	0.065417575
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	27	1062	2277	25	0.016323653	5436	4771	0.065078013
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	28	1087	2277	25	0.016117367	5227	5024	0.063373359
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	29	1112	2277	25	0.015341752	5160	4971	0.063468204
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	30	1137	2277	25	0.013525946	4991	5002	0.062439438
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	31	1162	2277	25	0.01519493	5035	5190	0.062725765
olgas_K121026_009_SW_Wayne_R2_d10.wiff.scan	32	1187	2277	25	0.011740353	4724	5064	0.06118873
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	1	412.5	2277	25	0.025205101	3269	5087	0.07318423
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	2	437	2277	25	0.02887475	3926	5013	0.075122798
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	3	462	2277	25	0.033594065	4362	4843	0.07458696
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	4	487	2277	25	0.036151903	4848	4319	0.076768916
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	5	512	2277	25	0.037607584	5105	3744	0.077482786
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	6	537	2277	25	0.03845644	5528	2853	0.078227019
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	7	562	2277	25	0.044805207	5898	2688	0.079031398
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	8	587	2277	25	0.046296011	6243	2232	0.079234359
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	9	612	2277	25	0.041826935	6414	2184	0.07851404
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	10	637	2277	25	0.043390627	6517	2207	0.078256119
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	11	662	2277	25	0.04151678	6645	2460	0.077313098
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	12	687	2277	25	0.042199877	6817	2366	0.075956499
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	13	712	2277	25	0.042662595	6814	2327	0.075484261
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	14	737	2277	25	0.042439235	6880	2772	0.074594936
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	15	762	2277	25	0.039196278	6884	3098	0.073337234
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	16	787	2277	25	0.042074542	6833	3159	0.072723948
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	17	812	2277	25	0.035761331	6756	3488	0.072118962
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	18	837	2277	25	0.035515445	6636	3792	0.070937943
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	19	862	2277	25	0.033823886	6646	3506	0.070089263
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	20	887	2277	25	0.034012662	6536	3633	0.069031763
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	21	912	2277	25	0.029728577	6499	4224	0.069031009
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	22	937	2277	25	0.028241175	6341	4738	0.067207594
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	23	962	2277	25	0.026340364	6154	5149	0.066297235
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	24	987	2277	25	0.022836566	6061	5087	0.066356012
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	25	1012	2277	25	0.019669541	5843	5329	0.065077243
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	26	1037	2277	25	0.019105956	5790	5238	0.064747916
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	27	1062	2277	25	0.01639577	5566	4886	0.064606266
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	28	1087	2277	25	0.016280902	5355	5282	0.062610984
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	29	1112	2277	25	0.015330038	5257	5075	0.062763319
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	30	1137	2277	25	0.013463889	5076	5165	0.061760103
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	31	1162	2277	25	0.015427205	5129	5319	0.061582706
olgas_K121026_010_SW_Wayne_R2_d20.wiff.scan	32	1187	2277	25	0.011768765	4805	5204	0.060545878
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	1	412.5	2277	25	0.025621179	3265	5094	0.073460495
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	2	437	2277	25	0.029556224	3913	5142	0.074938332
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	3	462	2277	25	0.034214291	4347	4970	0.074449018
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	4	487	2277	25	0.036825776	4826	4374	0.076367446
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	5	512	2277	25	0.038209102	5095	4100	0.076908896
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	6	537	2277	25	0.039068149	5496	3059	0.077677426
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	7	562	2277	25	0.045079504	5875	2932	0.078491514
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	8	587	2277	25	0.046916794	6212	2509	0.078634611
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	9	612	2277	25	0.042306993	6373	2302	0.078471049
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	10	637	2277	25	0.044609408	6483	2351	0.078083986
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	11	662	2277	25	0.042503854	6620	2603	0.077150794
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	12	687	2277	25	0.042975291	6793	2346	0.075794171
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	13	712	2277	25	0.042995187	6793	2459	0.075641931
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	14	737	2277	25	0.043044315	6838	2793	0.074790597
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	15	762	2277	25	0.039926901	6854	3150	0.073442706
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	16	787	2277	25	0.042290816	6805	3247	0.072641821
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	17	812	2277	25	0.035327057	6703	3509	0.072284139
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	18	837	2277	25	0.035176566	6587	3857	0.071141607
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	19	862	2277	25	0.033337183	6599	3441	0.070423539
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	20	887	2277	25	0.033226573	6483	3637	0.069249393
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	21	912	2277	25	0.029216644	6430	4168	0.068994343
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	22	937	2277	25	0.028189056	6276	4596	0.06731939
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	23	962	2277	25	0.026077515	6098	4907	0.066472919
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	24	987	2277	25	0.022389074	5974	4768	0.066442341
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	25	1012	2277	25	0.019156635	5751	5160	0.065100722
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	26	1037	2277	25	0.018324597	5689	5058	0.064773991
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	27	1062	2277	25	0.01557087	5439	4708	0.064581304
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	28	1087	2277	25	0.015448414	5202	4981	0.06245798
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	29	1112	2277	25	0.014528871	5112	4803	0.062558831
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	30	1137	2277	25	0.012637385	4924	4884	0.061687621
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	31	1162	2277	25	0.014352592	4976	5082	0.061373367
olgas_K121026_011_SW_Wayne_R2_d20+6h.wiff.scan	32	1187	2277	25	0.010897182	4626	4811	0.059812944
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	1	412.5	2277	25	0.029489206	3147	4480	0.075559545
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	2	437	2277	25	0.032851038	3718	4792	0.076753791
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	3	462	2277	25	0.037202518	4092	4732	0.075678926
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	4	487	2277	25	0.039836651	4488	4328	0.076243867
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	5	512	2277	25	0.041948596	4703	4102	0.075923252
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	6	537	2277	25	0.042881138	4990	3830	0.076512001
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	7	562	2277	25	0.047056955	5269	3884	0.076796465
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	8	587	2277	25	0.049408465	5602	3614	0.077259595
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	9	612	2277	25	0.04325395	5687	3562	0.077088924
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	10	637	2277	25	0.04594925	5791	3321	0.077179389
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	11	662	2277	25	0.043169136	5943	3434	0.076501101
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	12	687	2277	25	0.042974289	6134	3038	0.075686365
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	13	712	2277	25	0.044498199	6166	2766	0.075006384
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	14	737	2277	25	0.042881071	6223	3067	0.074571461
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	15	762	2277	25	0.040987467	6259	3466	0.073271847
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	16	787	2277	25	0.041933191	6211	3694	0.072263324
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	17	812	2277	25	0.034498091	6048	4005	0.071926272
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	18	837	2277	25	0.034158063	5948	4537	0.070001847
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	19	862	2277	25	0.030386192	5969	3913	0.069371753
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	20	887	2277	25	0.029913188	5788	4103	0.068646073
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	21	912	2277	25	0.02642338	5676	4397	0.067602289
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	22	937	2277	25	0.025799775	5513	4846	0.065914608
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	23	962	2277	25	0.023262497	5352	5038	0.064614177
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	24	987	2277	25	0.020243695	5157	4824	0.064117546
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	25	1012	2277	25	0.018164663	4989	4956	0.062477918
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	26	1037	2277	25	0.01706941	4896	4967	0.062087778
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	27	1062	2277	25	0.014120818	4553	4468	0.061010123
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	28	1087	2277	25	0.013635883	4304	4723	0.058463954
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	29	1112	2277	25	0.012951846	4206	4477	0.058781781
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	30	1137	2277	25	0.011426462	4039	4587	0.05726353
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	31	1162	2277	25	0.012192209	4067	4702	0.057211116
olgas_K121026_012_SW_Wayne_R2_d20+48h.wiff.scan	32	1187	2277	25	0.009432706	3607	4279	0.053947823
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	1	412.5	2277	25	0.029513748	2970	4430	0.07228747
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	2	437	2277	25	0.032757323	3497	4707	0.074123655
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	3	462	2277	25	0.035560953	3827	4872	0.073630218
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	4	487	2277	25	0.038715335	4183	4449	0.074907681
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	5	512	2277	25	0.039745722	4438	4268	0.074400797
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	6	537	2277	25	0.040922264	4731	3938	0.075058725
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	7	562	2277	25	0.044576567	4998	4061	0.075287722
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	8	587	2277	25	0.044758868	5240	3962	0.076091349
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	9	612	2277	25	0.040746557	5347	3811	0.076182801
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	10	637	2277	25	0.042932051	5484	3562	0.076535081
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	11	662	2277	25	0.042164024	5696	3621	0.076518614
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	12	687	2277	25	0.042993742	5925	3374	0.075894809
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	13	712	2277	25	0.04340371	5990	3209	0.075739124
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	14	737	2277	25	0.040884118	6028	3133	0.07550893
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	15	762	2277	25	0.039503647	6044	3334	0.074054856
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	16	787	2277	25	0.039748148	6041	3304	0.073513248
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	17	812	2277	25	0.034534677	5913	3580	0.073102066
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	18	837	2277	25	0.034802061	5846	4134	0.070762764
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	19	862	2277	25	0.030235918	5862	3787	0.070988204
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	20	887	2277	25	0.032123973	5749	3927	0.06974911
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	21	912	2277	25	0.028047801	5689	4090	0.068735463
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	22	937	2277	25	0.027785579	5601	4426	0.067513684
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	23	962	2277	25	0.023907552	5383	4531	0.066832809
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	24	987	2277	25	0.022047061	5245	4618	0.066032782
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	25	1012	2277	25	0.019551239	5071	4813	0.064099315
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	26	1037	2277	25	0.019207794	5019	4641	0.06376488
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	27	1062	2277	25	0.016771978	4811	4342	0.063059663
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	28	1087	2277	25	0.016063769	4650	4447	0.061430341
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	29	1112	2277	25	0.015709842	4609	4457	0.060785748
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	30	1137	2277	25	0.013856217	4444	4567	0.059920775
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	31	1162	2277	25	0.014346962	4419	4509	0.059273067
olgas_K121026_013_SW_Wayne_R3_d00.wiff.scan	32	1187	2277	25	0.012080802	4130	4365	0.057497611
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	1	412.5	2277	25	0.029766941	3036	4652	0.071859825
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	2	437	2277	25	0.033318341	3599	4907	0.073818033
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	3	462	2277	25	0.035810568	3950	4773	0.072834215
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	4	487	2277	25	0.038382314	4342	4347	0.074711416
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	5	512	2277	25	0.038732872	4512	4082	0.074905346
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	6	537	2277	25	0.039390856	4860	3673	0.075570723
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	7	562	2277	25	0.045262476	5176	3688	0.076361536
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	8	587	2277	25	0.047428949	5535	3267	0.077613238
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	9	612	2277	25	0.04363715	5633	3361	0.077290476
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	10	637	2277	25	0.045171085	5742	3264	0.07758057
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	11	662	2277	25	0.043357353	5903	3435	0.077349177
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	12	687	2277	25	0.042101003	6083	3270	0.076484048
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	13	712	2277	25	0.043439055	6116	3142	0.075699058
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	14	737	2277	25	0.043098809	6153	3192	0.075537227
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	15	762	2277	25	0.039680427	6125	3707	0.074219462
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	16	787	2277	25	0.04272114	6151	3588	0.073677804
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	17	812	2277	25	0.03535972	6030	3857	0.073394199
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	18	837	2277	25	0.03565485	5929	4416	0.071189558
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	19	862	2277	25	0.031545544	5968	3740	0.071441884
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	20	887	2277	25	0.032976597	5844	3901	0.06998167
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	21	912	2277	25	0.027582567	5727	4215	0.069219775
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	22	937	2277	25	0.027661093	5581	4447	0.068090566
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	23	962	2277	25	0.025288116	5480	4755	0.066874594
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	24	987	2277	25	0.020673475	5292	4810	0.066587031
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	25	1012	2277	25	0.018560024	5037	4896	0.064811573
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	26	1037	2277	25	0.017384851	4979	4788	0.064552941
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	27	1062	2277	25	0.01436084	4668	4459	0.063714706
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	28	1087	2277	25	0.013898997	4448	4754	0.06144167
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	29	1112	2277	25	0.013220581	4328	4537	0.060598196
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	30	1137	2277	25	0.011604663	4161	4423	0.060201773
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	31	1162	2277	25	0.012934551	4227	4551	0.060150362
olgas_K121026_014_SW_Wayne_R3_d05.wiff.scan	32	1187	2277	25	0.009994191	3844	4294	0.057550413
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	1	412.5	2277	25	0.026391617	3128	4900	0.07172203
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	2	437	2277	25	0.030624368	3741	4861	0.074276946
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	3	462	2277	25	0.034126899	4147	4738	0.073403074
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	4	487	2277	25	0.035992316	4598	4346	0.075417421
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	5	512	2277	25	0.036902956	4840	3969	0.076032838
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	6	537	2277	25	0.037029077	5194	3077	0.076897967
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	7	562	2277	25	0.044246355	5564	3072	0.078157461
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	8	587	2277	25	0.04557411	5932	2577	0.079011346
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	9	612	2277	25	0.042277173	6094	2690	0.078257903
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	10	637	2277	25	0.044188173	6199	2639	0.07763616
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	11	662	2277	25	0.042157065	6330	2902	0.076954272
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	12	687	2277	25	0.041687439	6496	2985	0.075995892
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	13	712	2277	25	0.04186817	6498	3027	0.075337759
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	14	737	2277	25	0.044149359	6568	3199	0.074727001
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	15	762	2277	25	0.039915646	6585	3565	0.073474793
