Filename 	 swathNumber 	 targetMz 	 scansPerSwath 	 AvgMzRange 	 SwathProportionOfTotalTIC 	 swDensityAverage 	 swDensityIQR 	 swAvgProportionSinglyCharged 
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	16	787	2277	25	0.041209282	6516	3682	0.072650953
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	17	812	2277	25	0.035494456	6452	3999	0.072360727
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	18	837	2277	25	0.035600654	6371	4325	0.070979101
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	19	862	2277	25	0.034251113	6369	3912	0.070005179
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	20	887	2277	25	0.034331387	6285	4129	0.069104452
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	21	912	2277	25	0.029253652	6212	4504	0.068771372
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	22	937	2277	25	0.02851709	6047	4923	0.067359967
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	23	962	2277	25	0.026650368	5890	5129	0.066312785
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	24	987	2277	25	0.023705323	5802	5128	0.065718122
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	25	1012	2277	25	0.019550173	5581	5331	0.064513591
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	26	1037	2277	25	0.018869772	5514	5310	0.064664101
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	27	1062	2277	25	0.015874599	5264	4859	0.064484351
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	28	1087	2277	25	0.015771763	5044	4987	0.06235087
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	29	1112	2277	25	0.014805117	4948	4944	0.062394079
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	30	1137	2277	25	0.013003128	4775	5058	0.061988418
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	31	1162	2277	25	0.01474041	4836	5088	0.061627455
olgas_K121026_015_SW_Wayne_R3_d10.wiff.scan	32	1187	2277	25	0.011240988	4504	4854	0.059455219

olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	1	412.5	2277	25	0.02608416	3175	4799	0.073011548
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	2	437	2277	25	0.030589214	3832	4724	0.075433029
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	3	462	2277	25	0.035043851	4265	4532	0.075256726
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	4	487	2277	25	0.03763226	4711	4068	0.076886293
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	5	512	2277	25	0.039112215	4963	3509	0.077712766
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	6	537	2277	25	0.03986466	5339	2859	0.078319674
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	7	562	2277	25	0.046254468	5709	2724	0.079085469
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	8	587	2277	25	0.048358994	6039	2256	0.079360243
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	9	612	2277	25	0.043742085	6207	2215	0.078868065
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	10	637	2277	25	0.044945958	6323	2243	0.078890232
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	11	662	2277	25	0.042223861	6461	2474	0.077994425
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	12	687	2277	25	0.042741456	6644	2378	0.076600672
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	13	712	2277	25	0.0420467	6666	2342	0.076508706
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	14	737	2277	25	0.04314787	6735	2661	0.075423099
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	15	762	2277	25	0.039410681	6751	2742	0.074169667
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	16	787	2277	25	0.040817985	6697	3064	0.073641732
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	17	812	2277	25	0.035067945	6616	3279	0.073152906
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	18	837	2277	25	0.034433329	6514	3574	0.071784333
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	19	862	2277	25	0.033319062	6511	3188	0.070939665
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	20	887	2277	25	0.033151124	6412	3615	0.0701833
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	21	912	2277	25	0.028167491	6358	3929	0.069634039
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	22	937	2277	25	0.027092151	6214	4304	0.068283761
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	23	962	2277	25	0.025150288	6026	4435	0.067419439
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	24	987	2277	25	0.02269616	5900	4644	0.06705758
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	25	1012	2277	25	0.018799905	5668	4824	0.065695535
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	26	1037	2277	25	0.018035958	5602	4971	0.065655625
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	27	1062	2277	25	0.01535892	5325	4608	0.065024091
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	28	1087	2277	25	0.014886525	5090	4681	0.062843463
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	29	1112	2277	25	0.014251927	4987	4569	0.062757691
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	30	1137	2277	25	0.012474825	4799	4695	0.061905427
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	31	1162	2277	25	0.014227478	4827	4899	0.06171944
olgas_K121026_017_SW_Wayne_R3_d20+6h.wiff.scan	32	1187	2277	25	0.010870495	4463	4537	0.05968358
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	1	412.5	2277	25	0.030516286	2995	4661	0.071531215
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	2	437	2277	25	0.034121567	3583	4867	0.074297232
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	3	462	2277	25	0.038008951	3969	4698	0.073532409
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	4	487	2277	25	0.041198238	4318	4211	0.075213212
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	5	512	2277	25	0.043094364	4492	3911	0.075259536
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	6	537	2277	25	0.043885398	4769	3625	0.075228288
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	7	562	2277	25	0.048163041	5027	3553	0.07624086
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	8	587	2277	25	0.049695907	5348	3356	0.076715788
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	9	612	2277	25	0.044024631	5408	3357	0.076765853
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	10	637	2277	25	0.044973306	5497	3117	0.077741706
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	11	662	2277	25	0.04202544	5626	3270	0.07767725
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	12	687	2277	25	0.041317851	5814	3078	0.077255213
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	13	712	2277	25	0.043615578	5888	3095	0.076581892
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	14	737	2277	25	0.041221236	5955	3002	0.07658651
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	15	762	2277	25	0.03906508	5914	3261	0.075429291
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	16	787	2277	25	0.041091686	5998	3013	0.075094092
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	17	812	2277	25	0.033954327	5829	3464	0.07470053
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	18	837	2277	25	0.033605011	5742	3863	0.072765896
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	19	862	2277	25	0.029561425	5793	3442	0.072520311
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	20	887	2277	25	0.029433934	5652	3642	0.071869941
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	21	912	2277	25	0.025035029	5494	3766	0.070738632
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	22	937	2277	25	0.025971887	5415	4058	0.069272854
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	23	962	2277	25	0.02249132	5260	4377	0.068107626
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	24	987	2277	25	0.019998854	5098	4378	0.067169704
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	25	1012	2277	25	0.017747454	4845	4531	0.065703334
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	26	1037	2277	25	0.017632934	4856	4452	0.065189205
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	27	1062	2277	25	0.014930397	4560	4145	0.064226863
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	28	1087	2277	25	0.013411499	4318	4446	0.061441231
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	29	1112	2277	25	0.013685245	4257	4197	0.061514415
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	30	1137	2277	25	0.012477845	4135	4398	0.060586206
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	31	1162	2277	25	0.013327119	4165	4550	0.060215645
olgas_K121026_018_SW_Wayne_R3_d20+48h.wiff.scan	32	1187	2277	25	0.010717161	3792	4150	0.057694437

olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	1	412.5	2277	25	0.029733003	3155	4436	0.073467081
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	2	437	2277	25	0.033285275	3718	4808	0.075602309
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	3	462	2277	25	0.03614769	4067	4780	0.074740422
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	4	487	2277	25	0.03946737	4438	4331	0.076138391
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	5	512	2277	25	0.040709803	4716	4145	0.075901028
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	6	537	2277	25	0.041857684	5072	3749	0.076699788
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	7	562	2277	25	0.045397765	5379	3806	0.076787861
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	8	587	2277	25	0.04571109	5639	3481	0.077545494
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	9	612	2277	25	0.041969547	5779	3399	0.077353967
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	10	637	2277	25	0.044429152	5916	3159	0.077184768
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	11	662	2277	25	0.043987347	6103	3311	0.076758347
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	12	687	2277	25	0.044764347	6320	2895	0.075805453
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	13	712	2277	25	0.044938765	6412	2506	0.07537273
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	14	737	2277	25	0.041958479	6420	2777	0.075002013
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	15	762	2277	25	0.040558031	6432	3085	0.073707907
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	16	787	2277	25	0.041171095	6387	3398	0.072852654
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	17	812	2277	25	0.035294677	6251	3620	0.072175934
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	18	837	2277	25	0.035046485	6177	4288	0.070456024
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	19	862	2277	25	0.030621813	6157	4126	0.07011555
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	20	887	2277	25	0.031878175	6032	4164	0.06933408
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	21	912	2277	25	0.027289233	5948	4339	0.067730812
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	22	937	2277	25	0.027095863	5862	4442	0.066884707
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	23	962	2277	25	0.02346185	5635	4641	0.065827101
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	24	987	2277	25	0.021233604	5436	4726	0.065194087
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	25	1012	2277	25	0.018417688	5232	4932	0.063522153
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	26	1037	2277	25	0.017442829	5141	4694	0.06303598
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	27	1062	2277	25	0.014724169	4862	4274	0.062239428
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	28	1087	2277	25	0.014303198	4636	4245	0.060325519
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	29	1112	2277	25	0.013552748	4527	4206	0.059420588
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	30	1137	2277	25	0.011669057	4300	4314	0.058200359
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	31	1162	2277	25	0.011989367	4246	4319	0.057989804
olgas_K121026_021_SW_Wayne_R3_d00.wiff.scan	32	1187	2277	25	0.009892802	3890	4036	0.055513611
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	1	412.5	2277	25	0.030463777	3069	4693	0.071991614
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	2	437	2277	25	0.034331435	3640	4969	0.0741087
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	3	462	2277	25	0.036621917	3987	4863	0.073268673
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	4	487	2277	25	0.039209404	4371	4377	0.074544143
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	5	512	2277	25	0.039739969	4553	4099	0.074751738
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	6	537	2277	25	0.040323911	4912	3519	0.075956924
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	7	562	2277	25	0.046061092	5238	3668	0.076806734
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	8	587	2277	25	0.04810354	5592	3241	0.077497643
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	9	612	2277	25	0.044095354	5691	3217	0.077160218
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	10	637	2277	25	0.045690495	5808	3193	0.077717583
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	11	662	2277	25	0.043800168	5969	3475	0.077436894
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	12	687	2277	25	0.042496713	6156	3132	0.076569249
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	13	712	2277	25	0.043467984	6191	3087	0.076098194
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	14	737	2277	25	0.043140761	6215	3181	0.075418229
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	15	762	2277	25	0.039598095	6200	3541	0.074323835
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	16	787	2277	25	0.042609817	6208	3588	0.073934225
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	17	812	2277	25	0.03544355	6094	3864	0.073306231
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	18	837	2277	25	0.035309146	6000	4230	0.07207267
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	19	862	2277	25	0.031299093	6032	3770	0.071439798
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	20	887	2277	25	0.032407606	5914	3936	0.070451823
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	21	912	2277	25	0.026990005	5781	4188	0.069714515
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	22	937	2277	25	0.027004038	5647	4367	0.068396575
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	23	962	2277	25	0.024842184	5540	4685	0.067386775
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	24	987	2277	25	0.020230544	5336	4701	0.066785392
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	25	1012	2277	25	0.017937862	5068	4822	0.06508559
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	26	1037	2277	25	0.016725074	5018	4806	0.065096443
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	27	1062	2277	25	0.013759041	4689	4328	0.064012906
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	28	1087	2277	25	0.013359593	4445	4485	0.061199285
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	29	1112	2277	25	0.012462542	4299	4169	0.060939108
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	30	1137	2277	25	0.011015706	4115	4227	0.059955385
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	31	1162	2277	25	0.012214998	4179	4245	0.059903763
olgas_K121026_022_SW_Wayne_R3_d05.wiff.scan	32	1187	2277	25	0.009244587	3754	3969	0.057186525
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	1	412.5	2277	25	0.026976354	3160	4943	0.072064242
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	2	437	2277	25	0.031688726	3789	4907	0.074560501
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	3	462	2277	25	0.035135415	4187	4901	0.073161109
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	4	487	2277	25	0.037065892	4636	4485	0.075461308
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	5	512	2277	25	0.037985874	4892	4000	0.076144102
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	6	537	2277	25	0.038046749	5263	3010	0.077381696
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	7	562	2277	25	0.045851581	5656	2930	0.077994595
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	8	587	2277	25	0.047375476	6042	2327	0.079094081
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	9	612	2277	25	0.043327641	6225	2377	0.07841366
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	10	637	2277	25	0.044774868	6313	2447	0.077934563
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	11	662	2277	25	0.042709452	6449	2605	0.07720312
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	12	687	2277	25	0.042166785	6621	2530	0.075927949
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	13	712	2277	25	0.042008755	6620	2631	0.075551381
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	14	737	2277	25	0.044637257	6689	2936	0.074761969
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	15	762	2277	25	0.040204639	6723	3146	0.073697357
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	16	787	2277	25	0.04115655	6637	3329	0.073139954
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	17	812	2277	25	0.035308829	6555	3568	0.072643209
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	18	837	2277	25	0.034983715	6480	4038	0.071496496
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	19	862	2277	25	0.03360657	6474	3567	0.070758513
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	20	887	2277	25	0.033863349	6374	3642	0.069769332
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	21	912	2277	25	0.028394489	6291	4143	0.069205004
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	22	937	2277	25	0.027605165	6129	4487	0.067964762
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	23	962	2277	25	0.025822943	5944	4629	0.066779475
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	24	987	2277	25	0.023688058	5843	4799	0.066712623
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	25	1012	2277	25	0.018747814	5605	4970	0.0655034
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	26	1037	2277	25	0.017797884	5521	4953	0.065092115
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	27	1062	2277	25	0.014838149	5229	4561	0.064815245
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	28	1087	2277	25	0.01480646	4996	4629	0.062719843
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	29	1112	2277	25	0.0135971	4853	4558	0.062265662
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	30	1137	2277	25	0.011901258	4645	4650	0.061580913
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	31	1162	2277	25	0.013716635	4723	4743	0.061870291
olgas_K121026_023_SW_Wayne_R3_d10.wiff.scan	32	1187	2277	25	0.01020957	4347	4522	0.059417487
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	1	412.5	2277	25	0.025607207	3296	4825	0.073717777
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	2	437	2277	25	0.03012171	3954	4772	0.076157054
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	3	462	2277	25	0.035342289	4417	4601	0.075975494
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	4	487	2277	25	0.037952857	4849	4012	0.07727532
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	5	512	2277	25	0.039529618	5146	3530	0.077910247
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	6	537	2277	25	0.040024948	5557	2748	0.078840891
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	7	562	2277	25	0.046276989	5959	2323	0.078954882
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	8	587	2277	25	0.046997611	6252	1755	0.079455163
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	9	612	2277	25	0.042485711	6446	1727	0.078844762
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	10	637	2277	25	0.043907806	6562	1935	0.078451049
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	11	662	2277	25	0.042144628	6724	1960	0.077787097
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	12	687	2277	25	0.043343778	6926	2024	0.076328898
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	13	712	2277	25	0.041952333	6980	1983	0.076107075
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	14	737	2277	25	0.042131196	7010	2344	0.075508605
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	15	762	2277	25	0.039276919	7046	2622	0.074031168
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	16	787	2277	25	0.0394952	6932	2768	0.073589691
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	17	812	2277	25	0.034356228	6840	3128	0.073040603
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	18	837	2277	25	0.034328473	6745	3400	0.071832822
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	19	862	2277	25	0.033118929	6751	3026	0.07127276
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	20	887	2277	25	0.033402426	6662	3429	0.070460586
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	21	912	2277	25	0.028524384	6619	3902	0.070114785
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	22	937	2277	25	0.02721363	6497	4326	0.069179959
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	23	962	2277	25	0.025477005	6274	4525	0.06803151
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	24	987	2277	25	0.023326591	6153	4536	0.068078601
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	25	1012	2277	25	0.019194345	5954	4707	0.066649807
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	26	1037	2277	25	0.018781034	5898	4788	0.06680291
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	27	1062	2277	25	0.015919909	5629	4476	0.066236428
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	28	1087	2277	25	0.015472701	5423	4473	0.064540159
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	29	1112	2277	25	0.014744909	5283	4553	0.064000798
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	30	1137	2277	25	0.013138156	5103	4724	0.062913439
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	31	1162	2277	25	0.014600266	5111	4845	0.062852771
olgas_K121026_024_SW_Wayne_R3_d20.wiff.scan	32	1187	2277	25	0.011810216	4803	4802	0.060884586
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	1	412.5	2277	25	0.026501931	3236	5022	0.072296617
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	2	437	2277	25	0.030796698	3876	4903	0.075111823
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	3	462	2277	25	0.035436109	4311	4736	0.074913469
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	4	487	2277	25	0.037728804	4757	4280	0.076520564
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	5	512	2277	25	0.039168607	5015	3682	0.077162479
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	6	537	2277	25	0.03996346	5403	2799	0.078042787
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	7	562	2277	25	0.04613191	5783	2600	0.078402432
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	8	587	2277	25	0.04835867	6133	1961	0.079257872
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	9	612	2277	25	0.043457592	6309	1946	0.078828108
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	10	637	2277	25	0.044401722	6420	2070	0.078558238
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	11	662	2277	25	0.041921675	6565	2263	0.078026445
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	12	687	2277	25	0.0421067	6763	2094	0.076725171
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	13	712	2277	25	0.041629733	6781	2137	0.076403121
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	14	737	2277	25	0.042979771	6855	2467	0.075635329
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	15	762	2277	25	0.03877146	6873	2687	0.07440738
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	16	787	2277	25	0.040289182	6812	2859	0.073803364
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	17	812	2277	25	0.034723306	6730	3173	0.073408894
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	18	837	2277	25	0.034260059	6630	3414	0.07240965
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	19	862	2277	25	0.032920704	6638	3153	0.071461678
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	20	887	2277	25	0.033050975	6538	3408	0.07068764
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	21	912	2277	25	0.028420926	6498	3778	0.070367837
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	22	937	2277	25	0.027117473	6358	4222	0.069209352
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	23	962	2277	25	0.02527322	6164	4432	0.068024577
olgas_K121026_025_SW_Wayne_R3_d20+6h.wiff.scan	24	987	2277	25	0.023488422	6047	4428	0.067712994
